Year,3,4,5,6,7,8,9,10,11,12,13,14
1955,4790,25164,46566,28287,10541,5224,2467,25182,2101,1202,1668,665
1956,6709,17265,31030,27793,14389,4261,3429,2128,16820,1552,1522,1545
1957,13240,21278,17515,24569,17634,12296,3568,2169,1171,6822,512,1089
1958,25237,30742,14298,10859,15997,15822,12021,2003,2125,771,3508,723
1959,18394,37650,23901,7682,5883,8791,13003,7683,914,990,218,1287
1960,14830,28642,27968,14120,8387,6089,6393,11600,3526,692,183,510
1961,16507,21808,19488,15034,7900,6925,3969,3211,6756,1202,89,425
1962,13514,28526,18924,14650,12045,4276,8809,2664,1883,2988,405,324
1963,18507,28466,19664,11314,15682,7704,2724,6508,1657,1030,1372,246
1964,19287,28845,18712,11620,7936,18032,5040,1437,2670,655,370,1025
1965,21658,29586,24783,11706,9334,6394,11122,1477,823,489,118,489
1966,17910,30649,20006,13872,5942,7586,2320,5583,407,363,299,311
1967,25945,27941,24322,11320,8751,2595,5490,1392,1998,109,30,106
1968,11933,47311,22344,16277,15590,7059,1571,2506,512,659,47,98
1969,11149,23925,45445,17397,12559,14811,1590,475,340,64,24,21
1970,9876,47210,23607,25451,15196,12261,14469,567,207,147,35,50
1971,13060,35856,45577,21135,17340,10924,6001,4210,237,69,38,20
1972,8973,29574,30918,22855,11097,9784,10538,3938,1242,119,31,1
1973,36538,25542,27391,17045,12721,3685,4718,5809,1134,282,7,1
1974,14846,61826,21824,14413,8974,6216,1647,2530,1765,334,62,28
1975,29301,29489,44138,12088,9628,3691,2051,752,891,416,60,46
1976,23578,39790,21092,24395,5803,5343,1297,633,205,155,65,29
1977,2614,42659,32465,12162,13017,2809,1773,421,86,24,6,2
1978,5999,16287,43931,17626,8729,4119,978,348,119,48,15,27
1979,7186,28427,13772,34443,14130,4426,1432,350,168,43,24,4
1980,4348,28530,32500,15119,27090,7847,2228,646,246,99,25,4
1981,2118,13297,39195,23247,12710,26455,4804,1677,582,228,53,68
1982,3285,20812,24462,28351,14012,7666,11517,1912,327,94,43,11
1983,3554,10910,24305,18944,17382,8381,2054,2733,514,215,64,37
1984,6750,31553,19420,15326,8082,7336,2680,512,538,195,90,36
1985,6457,24552,35392,18267,8711,4201,2264,1063,217,233,102,38
1986,20642,20330,26644,30839,11413,4441,1771,805,392,103,76,44
1987,11002,62130,27192,15127,15695,4159,1463,592,253,142,46,58
1988,6713,39323,55895,18663,6399,5877,1345,455,305,157,114,25
1989,2605,27983,50059,31455,6010,1915,881,225,107,86,38,5
1990,5785,12313,27179,44534,17037,2573,609,322,118,50,15,20
1991,8554,25131,15491,21514,25038,6364,903,243,125,63,11,12
1992,12217,21708,26524,11413,10073,8304,2006,257,46,32,9,8
1993,20500,33078,15195,13281,3583,2785,2707,1181,180,34,11,13
1994,6160,24142,19666,6968,4393,1257,599,508,283,49,18,6
1995,10770,9103,16829,13066,4115,1596,313,184,156,141,29,8
1996,5356,14886,7372,12307,9429,2157,837,208,76,65,55,5
1997,1722,16442,17298,6711,7379,5958,1147,493,126,28,37,21
1998,3458,7707,25394,20167,5893,3856,2951,500,196,55,33,13
1999,2525,19554,15226,24622,12966,2795,1489,748,140,46,10,5
2000,10493,6581,29080,11227,11390,5714,1104,567,314,74,22,6
2001,13553,26000,9111,20213,5850,3760,2028,508,199,137,13,31
2002,6009,17785,24031,7160,9424,2451,1555,738,150,58,41,4
2003,5490,16313,22045,16628,4840,4933,1201,507,211,46,26,33
2004,1784,17960,24043,17901,10166,2880,1978,499,162,87,19,8
2005,5271,5302,26183,16922,8543,4890,1292,790,216,96,37,5
2006,3447,13112,8836,22070,10543,4684,2165,471,240,40,16,10
2007,2054,11640,15938,8599,9895,5681,2281,1139,332,88,67,6
2008,3104,5125,12849,11641,5153,4708,2139,880,280,67,43,4
2009,3458,7926,9627,17895,10503,3888,2295,742,315,89,22,12
2010,3508,7724,9587,8449,10928,5547,1566,923,298,144,63,17
2011,4002,7846,10577,10820,6287,6291,2429,680,419,134,40,16
2012,4057,11249,10815,9560,8919,5009,3213,1152,292,227,81,26
2013,5776,12224,15347,11413,7594,5792,2571,1833,653,209,146,36
2014,4618,8368,14884,13277,8430,4931,2816,1395,964,376,127,107
2015,5230,13345,10371,13886,9406,5612,2441,1561,950,407,125,37
2016,2869,10888,12114,10411,13091,7349,3228,1624,864,542,188,57
2017,5352,7981,13403,13635,7627,7525,3894,2034,751,504,265,146
