"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1970,0.41704,0.33581955046145,0.517904217789027,41869,37661.7057341707,46546.3028513199,14151,12425.4480400887,16116.183525449,11450.17
1971,0.47383,0.382566378066937,0.586865134449209,44417,40037.4458326112,49275.6180613566,14598,12819.7589504226,16622.9025697067,13585.19
1972,0.38654,0.312075501287063,0.478772511728059,49738,45225.7421182531,54700.4543901458,22056,19770.6294081847,24605.5462350941,12185.52
1973,0.48158,0.391405866856729,0.592528922119842,51219,46968.00178904,55854.749213797,9938.1,8500.5902445785,11618.7027921962,11999.78
1974,0.38559,0.312376917989547,0.475962337604519,50023,45979.8042026341,54421.7308532307,7912.4,6646.87210549408,9418.87744586689,11223.67
1975,0.36385,0.295855788754067,0.447470786552863,61151,56489.617247227,66197.0284669182,10013,8543.97657301479,11734.6025171301,12355.77
1976,0.23504,0.18975007172608,0.291139819329023,69473,64231.697542484,75141.9924065943,12184,10537.3077899269,14088.0250401256,9285.476
1977,0.27672,0.223485638753589,0.342634805650438,69581,64259.4175950135,75343.2841784066,7557.3,6315.27375524086,9043.59581286619,12103.42
1978,0.38466,0.312599244906697,0.473332287300192,69089,63749.6051530767,74875.5997709835,6034.2,4937.31469641152,7374.77189097633,17179.51
1979,0.33918,0.274932796254383,0.418440702481911,65386,60002.2326137697,71252.8319324383,15083,13235.7467074517,17188.0660780491,14580.36
1980,0.40051,0.326686274613928,0.491016221264782,60856,55691.7202453073,66499.1621678639,14002,12214.3478612053,16051.2870787563,15741.22
1981,0.50927,0.416593572406199,0.622563452916444,56528,51571.8271986073,61960.4725598378,10296,8803.00997172637,12042.2010585557,17821.3
1982,0.44544,0.364246136532099,0.544732733445245,51783,47210.4320489492,56798.4441705546,11261,9707.24954983628,13063.4450416636,14114.89
1983,0.45836,0.375820698900207,0.559026924846912,52141,47632.530358472,57076.2010865218,10969,9489.60094919795,12679.0327268892,13941.49
1984,0.5149,0.425285387121106,0.623397882994984,48426,44434.2282831905,52776.3745789447,6638.5,5562.12587070514,7923.17241184853,13766.09
1985,0.54627,0.454375218774515,0.656749973523726,48138,44129.8558527845,52510.188379729,10400,9028.25802184965,11980.1627000732,15248.42
1986,0.72411,0.606481724424109,0.864552501722766,45795,41943.7910116663,49999.8205793245,9268.4,8045.49028419634,10677.1912618848,18359.91
1987,0.77693,0.64783382943865,0.931751627455206,40049,36577.8125385266,43849.5986962213,7219.2,6193.23424971844,8415.12633602861,16611.11
1988,0.83754,0.693503955887293,1.01149134860018,32302,29454.8827219187,35424.3204378317,9107.2,7973.24200182627,10402.4300053858,13742.29
1989,0.91644,0.750198586097129,1.11951993667349,27800,25267.8329311974,30585.9233003634,4054,3377.38448119575,4866.16673094361,12271.8
1990,0.89525,0.729472199279478,1.09870199754239,22995,20857.2069512639,25351.9095934347,3430.3,2833.82540064237,4152.32289446368,10547.22
1991,0.92941,0.75244601029204,1.14799325969546,21396,19398.9596557465,23598.6271492858,6094.3,5258.26852852451,7063.255192945,9669.678
1992,0.912,0.739055005120748,1.12541555667309,18447,16663.6402797504,20421.2166901804,10347,9199.20662762189,11638.0045947154,8629.25
1993,0.80149,0.645956777670948,0.994472451262418,15532,13999.4837080165,17232.2800634324,9020.3,7946.15586958778,10239.6446061938,6510.413
1994,0.69118,0.546797545299632,0.873686790488819,13009,11662.1461419961,14511.401155451,4414.4,3686.40412841502,5286.16144111646,4928.684
1995,0.50304,0.393105162720035,0.643718947492478,14184,12667.6998884684,15881.7984141812,6760.7,5775.94038768937,7913.35460930628,4612.981
1996,0.36023,0.283116524331806,0.458347153018585,19909,18041.2034284808,21970.1685960855,9663.8,8415.88621388975,11096.7553584397,4062.282
1997,0.37297,0.293238500447871,0.474380481033489,24508,22242.8068970254,27003.8789070423,9190.9,7920.45649221866,10665.1230131734,5301.148
1998,0.47676,0.370632802763367,0.613275716302751,27379,24762.7442011696,30271.6708176711,14879,13164.1553411846,16817.230977774,7869.052
1999,0.33768,0.261394159432862,0.436229266359287,27989,25095.8442152997,31215.6911032468,16140,14313.890475219,18199.0773543357,6009.834
2000,0.28404,0.22129118977173,0.364581715536091,30466,27444.7495895098,33819.84422823,15632,13828.8321160247,17670.2863951062,5301.795
2001,0.26268,0.20630062910508,0.334467144861948,36760,33244.1836896535,40647.6396778111,11876,10330.9488508228,13652.1221851532,6081.25
2002,0.19172,0.15130130907324,0.242936155841238,42712,38913.3381194644,46881.4815732162,11941,10391.6343740267,13721.3720063506,4976.312
2003,0.18684,0.147835225029922,0.236135776117866,50867,46482.2516215955,55665.3690114676,7172.4,6025.78323633095,8537.20084881835,6190.42
2004,0.16105,0.128115366851294,0.202451143351958,58611,53694.7070178635,63977.4292810116,6621.3,5547.65658544508,7902.72667652565,6481.407
2005,0.18374,0.146530876948389,0.230397772149354,62669,57600.6713643635,68183.2948813478,6835.9,5757.31312875358,8116.5515519071,7901.152
2006,0.17321,0.13822654621858,0.217047339463708,62288,57219.1895574034,67805.8353152261,7819.8,6674.66516635098,9161.39918872217,7864.372
2007,0.23442,0.18781128708196,0.292595494412532,59764,54784.2845834396,65196.3555453579,7621.4,6475.84959297049,8969.59342957129,10366.51
2008,0.37174,0.29934408133176,0.461644763394687,54554,49832.5895588736,59722.7425334561,7890.8,6678.97439378934,9322.497881995,14253.62
2009,0.3081,0.246815303065882,0.384601800702211,45019,40811.5630539501,49660.199446927,5514.8,4496.77485754064,6763.29591840704,9451.757
2010,0.26459,0.212990319927474,0.328690374866983,38449,34700.0519789767,42602.979439214,9340.7,7773.02977465457,11224.5390818508,6988.926
2011,0.39491,0.317749087679375,0.490808358377934,36981,33230.4265597592,41154.8843208684,11588,9598.8643458209,13989.3365675558,9501.737
2012,0.39722,0.315318837652814,0.500394234529463,32498,28958.2306591742,36470.4603824065,18215,15250.3460925842,21755.9800273214,8224.325
2013,0.45096,0.35078177307861,0.579747687045375,30316,26647.5766218429,34489.4347820977,14393,11524.2638742801,17975.8508881714,8233.327
2014,0.30293,0.232039600818454,0.395478119150005,29461,25457.4179836719,34094.2086725643,31024,25292.7119021843,38053.9888218502,5722.793
2015,0.19038,0.144268152330857,0.251230391561948,37110,31897.7627698671,43173.9401266397,12862,9222.52513154487,17937.7168010263,4278.465
2016,0.13598,0.103408613049815,0.17881064115126,44994,38633.7072742897,52401.3919147557,6173.2,3456.66665400821,11024.608981549,3704.837
