"","R","Low","High","SSB","Low","High","Catch","Low","High","Fbar","Low","High"
"1985",16934.711868255,11701.4145275179,27501.7649505315,25103.2876398002,11617.2678773529,58797.5348092182,1306.09287157535,867.377225401109,2078.61695054426,0.2903625,0.11393091375,0.6482872375
"1986",8849.72754504663,6040.8053303453,13655.5124566485,27082.5615741589,12741.972673459,62884.5419275496,2177.1899406499,1483.43279366735,3594.53568902638,0.232241,0.1142865875,0.4603507375
"1987",11024.0460180518,7812.72390428471,16657.8286166239,21779.1357794995,10586.0969433777,49159.2999587494,1824.8642038183,1309.98807681766,2626.65672960344,0.192707,0.09469883375,0.38106715
"1988",31483.2894517991,22709.5955210316,45340.1534375781,17304.7948689614,8549.38501727949,38375.2560924287,1354.28497197109,1021.3183042645,1901.27249395771,0.1866218,0.089066165,0.3495458125
"1989",14568.9476733329,10290.0161809166,22380.6378921669,23570.660541756,12048.0000890411,51622.5509132614,2695.51498332868,1917.66397937619,3972.18689934738,0.233129775,0.10269933125,0.44237025
"1990",15815.0009706537,11100.5980851583,24026.2080860082,18034.8761023102,10109.4529195985,37373.6104051362,3852.17384386536,2839.26874024618,5399.30177572447,0.269503425,0.12493422875,0.498529875
"1991",13396.0206062022,9317.67285430186,21627.3033927035,16869.546990989,9363.13220605047,35077.5145191484,2638.74064721837,2057.4432194117,3404.62644446374,0.22947975,0.10287853625,0.4496062875
"1992",14738.4776075909,9986.4089171806,23790.7835794525,17170.5341250856,9422.75412657192,35299.8978237714,1369.67232012803,1081.16430842262,1712.83454765677,0.163632325,0.07709153125,0.3277062375
"1993",16894.2293049892,11290.7906877305,26682.1632551767,15820.7480940661,8894.35770065043,31714.8782309693,1070.54639111938,824.182385404605,1380.7947428168,0.13035295,0.0634368675,0.2541523375
"1994",15483.3659722639,10549.3120589544,25790.2173791495,15550.7713123037,8870.54456838267,29798.9076921083,1306.67061393392,1010.11887251012,1720.97253170444,0.131910825,0.0671850325,0.24387867625
"1995",12822.9163185145,8752.72396299577,20562.7085849303,15002.3467444279,8742.88160854155,28130.3113514913,1607.38674526524,1225.05009276479,2128.34512865369,0.130618325,0.06485778375,0.25179205
"1996",12647.6268195737,8581.62578944033,19014.7519717637,21183.6651040304,12240.5644014257,39933.4176073233,1684.03371041594,1278.35024314816,2203.10021326258,0.10724075,0.052139475,0.2116813875
"1997",13118.5218355978,8998.68129646657,21171.3731242139,17144.389873099,10080.3496421918,32185.0277408868,1429.67213585263,1079.58445820877,1890.93302721806,0.086296275,0.040676081625,0.17446736
"1998",14704.2514404662,9841.14735954216,23256.1239259935,16417.2779678184,9787.17172174748,30657.9869109,1455.40879771838,1117.49568215492,1901.94368891185,0.0930099,0.04528266125,0.18170099125
"1999",19274.4844174439,13424.9651789081,30053.1048956969,19168.8555417062,11478.7496746504,35962.572465884,1770.89839512877,1354.90981083462,2335.24291738239,0.11710805,0.05769802325,0.21941134
"2000",14809.3680962188,10424.5816012995,22220.3591436734,17959.7153385126,10820.1431730151,33006.9432138568,2131.45803788899,1609.55840938507,2885.91802930297,0.13184955,0.06438287375,0.2540675375
"2001",7982.1678130958,5592.26818997212,12171.7786699282,19466.3833441393,11755.0731654263,35615.7708986736,2532.92560773828,1948.16198352153,3462.36343426585,0.131014875,0.06144151375,0.27272158125
"2002",9425.09517604413,6584.17425525596,14548.1410159016,20915.9355152839,12578.0404640012,38702.1774678079,2503.47463982807,1951.0361218991,3238.59426340567,0.1443993,0.06773834875,0.29193725125
"2003",8527.3023297998,5657.13137696472,14127.6389706483,17761.8360911027,10479.6358798697,33538.2353716711,1798.56108570109,1416.36813517611,2280.37285788188,0.181313525,0.08749749875,0.3466405
"2004",11573.780826036,7563.95855301647,19768.5372997725,14768.283287501,8578.38640570358,27917.5708450794,1208.29042661637,932.425826466606,1651.67365457243,0.203147725,0.0934519,0.39804645
"2005",13352.28103671,8707.17739908874,22422.0313131062,15225.9014273514,8818.48796487923,28860.9723398057,887.093752495641,690.371793970886,1180.0623295324,0.16210145,0.07604876625,0.34013125
"2006",17709.8333472214,11346.4965349007,30686.1647796394,15311.2571353902,8975.13893753855,29017.7935569757,729.178320508927,572.001837942415,975.349028063932,0.1037979,0.050643515,0.222023425
"2007",16262.6829168778,10258.5851507738,28424.7213900785,15330.5410976811,9299.979018107,28578.5886417449,668.775794182754,521.414591285834,880.317812085635,0.0681401,0.035186565,0.13035724625
"2008",23078.0052479154,14440.0608525063,40469.2730242741,17418.7212820491,10767.2850520203,31707.6155283804,659.429850664125,502.066292838071,866.907225599892,0.050935675,0.02560523375,0.09326500625
"2009",23222.0863708113,14439.6854687378,40013.4945653967,20085.6169077797,12626.6246341903,35978.6212575291,590.231320928181,454.669355850462,763.651521081895,0.043526375,0.02285119625,0.080374555
"2010",14601.8765583166,9249.75369381182,25522.4712260592,22126.8952015409,14017.7408301175,39110.8822870941,677.35816281014,513.105403695276,870.943143175642,0.0450436,0.02236560625,0.08472223
"2011",12631.9950298036,7732.27079017263,21329.5219378447,24639.0370203906,15730.6012477125,43288.1508301363,914.058837935763,699.948449380243,1192.91997300703,0.0534496,0.0269049875,0.10120842125
"2012",12536.5941892347,7823.55483007482,23205.6219283195,21749.1969755993,13895.3969409397,38689.9900819441,931.203711263407,708.451046892701,1260.57000003302,0.0602627,0.03004547875,0.11629536875
"2013",17185.6669581726,10362.3065381811,30475.830261726,22978.5417313886,14598.3704351809,40786.8899910377,728.326298771014,573.636800228544,935.317796450928,0.05422255,0.0277338175,0.10051571875
"2014",24697.9518193259,14506.8046385743,44703.5237276022,23319.84447609,14898.018643884,41122.3690712721,484.656625616904,374.785676715805,636.038858367876,0.04018225,0.019950257,0.07837957125
"2015",28153.4146115373,14928.4935589779,57028.8265383372,23902.6134546874,15389.1331820598,41772.9139636292,393.442554533531,310.058762622533,509.02977239159,0.030965,0.015902699375,0.0577590825
"2016",39894.7380459983,15982.3540470779,101639.304774506,24315.0841442033,15730.8851456969,41844.8970796041,370.118226410015,248.730274338405,560.770363796936,0.027585225,0.013032471625,0.05870918375
